movie_id,movie_name,director_name,hero_name,heroine_name,music_director,genre_id,producer_name,duration,budget,ott_id,rating,language,crew_cast,release_date
17651,better,Joshua Wu,Kenneth,Heather,Tyler Casey,8,Steven Wood,2:42:00,1348192.0,1,2.0,malayalam,Edgar Byrd,2011-11-29
15036,career,Brandon Miles,Patrick,Misty,Brandon Rodriguez,1,Andrea Mccullough,3:15:00,181327.0,3,8.1,english,Daniel Curry,2015-01-20
19235,recently,Michael James,Timothy,Erica,Deborah Camacho,9,Elizabeth Holmes,3:31:00,7265428.0,2,6.3,hindi,Brandy Jones,2018-11-01
6633,too,Melanie Gaines,James,Amber,James Craig,3,Kenneth Gallegos,2:33:00,7819920.0,6,6.0,malayalam,Antonio Weeks,2006-08-09
23629,night,Russell Barker,Charles,Margaret,Amy Sosa,3,,3:15:00,1100643.0,8,9.1,telugu,Susan Buck,2010-09-22
3876,discuss,Tami Hernandez,Michael,Terri,Andrew Solis,4,Casey Morris,3:20:00,7494268.0,3,7.8,english,Michael Hall,2021-12-17
5918,power,Sarah White,Tyler,Jeanette,Derek Robinson,12,Robyn Jackson,3:50:00,6600363.0,5,10.0,kannada,Courtney Hall,2012-07-02
22216,material,Brian Rodriguez,Curtis,Gina,Angela Webb,7,Jesus Carrillo,2:34:00,9446549.0,6,9.8,kannada,Penny Alvarado,2020-03-03
12423,service,Douglas Anderson,Henry,Kathryn,Wendy Foster,10,Lisa Holt,3:40:00,1768084.0,7,4.5,malayalam,Jacqueline Nash,2010-10-01
22349,those,Tommy Le,Christopher,Susan,Amanda Richardson,11,Shawn Nguyen,3:16:00,8513736.0,4,8.7,malayalam,Lauren Church,2017-10-14
18611,place,Jennifer Perkins,Anthony,Andrea,Chad Wilson,6,Sarah Harrison,3:09:00,7115493.0,6,3.8,hindi,Melissa Pope,2019-12-24
22409,summer,Ashley Cruz,Jason,Emily,Austin Johnson,8,David Shepherd,3:35:00,4622478.0,3,9.0,english,Andrew Alexander,2012-08-01
949,pressure,Gary Smith,James,Gina,Jason Blackwell,2,Amanda Craig,2:52:00,2427249.0,3,8.7,hindi,Justin Buchanan,2016-08-22
3435,citizen,Ryan Hayes,Randy,Brandi,Lindsay Villegas,12,Brian Taylor,2:49:00,,6,5.0,kannada,Gabrielle Hernandez,2013-11-12
24760,understand,Krista Nguyen,Anthony,Lindsey,Greg Garza,1,Alison Malone,2:39:00,3878487.0,9,4.5,kannada,Amanda Lambert,2021-01-11
742,yes,Chad Ramos,John,Stephanie,Russell Phillips,7,William Williams,3:47:00,4684753.0,10,5.4,english,Kayla Peterson,2018-09-30
5971,focus,Paul Rasmussen,Michael,Rachael,Michael Martin,11,,2:38:00,6061211.0,5,3.5,kannada,Ashley Padilla,2015-09-16
10934,represent,Nathaniel Briggs,Jacob,Ann,Sarah Long,6,Peter Ross,3:18:00,7019409.0,4,4.4,kannada,Amy Spencer,2017-01-21
14088,difficult,Robert Washington,Carl,Laura,Andrew Welch,8,Barbara Munoz,3:18:00,5390791.0,1,6.8,english,Miguel Nelson,2014-10-17
24602,evidence,Carlos Anderson,Anthony,Melissa,Julie Thomas,7,Todd Avila,3:14:00,5516842.0,10,3.0,hindi,Elizabeth Williams,2008-01-25
1770,price,Samantha Reid,Timothy,Victoria,Terry Crawford,12,Sharon Salinas,2:49:00,3684560.0,10,6.4,malayalam,Charlotte Roberts,2009-04-30
12959,response,Jason Sanchez,Christopher,Rhonda,William Gutierrez,8,Eric Huffman,2:49:00,8431868.0,3,8.5,hindi,Michelle Rogers,2014-09-26
13153,manage,Michele Garcia,David,Natasha,Samuel Adams,11,James Bean,3:45:00,7329608.0,1,8.4,kannada,Jessica Day,2004-04-23
14419,nice,Rick Grant,Gary,Amy,Sophia Barrett,6,Ian Hendrix,3:02:00,9070598.0,5,6.7,english,Jillian Forbes,2017-08-02
18637,place,Heather Griffin DVM,Christopher,Barbara,Cory Collins,9,Jaime Foster,3:05:00,6981847.0,3,7.9,hindi,Sarah Frank,2021-09-22
8995,her,Jessica Edwards,Daniel,Margaret,Jeffery Fisher,6,Annette Griffin,3:19:00,4084346.0,9,2.8,kannada,Joshua Wilson,2004-08-12
14684,off,Dawn Rogers,Frederick,Lauren,Michael Bailey,5,Christina James,2:48:00,9045917.0,6,6.9,hindi,Lori Thomas,
6046,purpose,Barbara Black,Randy,Jennifer,Amy Rodriguez,1,Ashley Zuniga,3:00:00,310566.0,8,3.9,telugu,Michael Kelly,2021-02-20
5167,cause,Wendy Anderson,Jason,Kelsey,Kimberly Anderson,8,Brittany Rice,3:03:00,6715652.0,6,3.1,telugu,Patricia Vaughn,2018-04-24
12741,family,Jodi Johnson,Steven,Jodi,David Simpson,12,Steve English,3:30:00,5239287.0,8,2.9,malayalam,Joshua Little,2023-08-07
9618,partner,Sarah Green DDS,Caleb,Jennifer,Amanda Cox,9,Michael Martin,3:45:00,1943460.0,7,9.1,hindi,Benjamin Gray,2018-09-04
12510,foreign,Dr. Lisa Jones MD,Christopher,Jillian,Isaac Barker,5,Nancy Robertson,2:35:00,2252087.0,6,5.4,malayalam,Holly Ford DDS,2020-08-09
7442,always,William Robertson,Randy,Rebecca,Amber Harrington,5,Jillian Ross,3:11:00,7830107.0,5,2.8,telugu,Christopher Abbott,
23889,system,Mary Robbins,Randy,Melinda,Theresa Doyle,5,Terry Owens,3:02:00,8690240.0,4,3.6,english,Barbara Walters,2008-05-14
4309,investment,Mrs. Elizabeth Mccall MD,Bradley,Sara,Alexander Bullock,8,Michael Williams,2:41:00,4389930.0,5,9.2,hindi,Ryan Brooks,2004-08-30
4552,memory,Terry Franklin,Christopher,Erica,Nicolas Bautista,12,Miss Rhonda Hicks MD,3:31:00,9500912.0,9,2.2,kannada,Steven Young,2017-10-20
7828,mention,Kathryn Lucas,Carl,Melody,Matthew Wilson,12,Rebecca Thomas,3:15:00,9014315.0,5,4.3,english,Mark Sanders,2019-10-08
9088,every,Marissa Beck,Jesse,Jessica,Debra Jackson,8,Lauren Barnett,2:57:00,9578733.0,5,6.0,kannada,Elizabeth Hopkins,2016-08-11
24662,bit,Kelsey Johnson,Dennis,Marie,Carolyn Morrow,11,Max Parker,3:33:00,4636397.0,9,9.7,telugu,Cynthia Burke,2014-08-07
21311,best,Kristi Bennett,Larry,Kathy,Chloe Whitehead,9,Kathleen Bowen,3:24:00,5138166.0,8,9.1,malayalam,Danielle Hudson,2018-02-26
3657,meeting,Jason Thomas,Austin,Maria,Colleen Ward,6,Melinda Randall,3:24:00,5694014.0,1,2.1,telugu,Reginald Gutierrez,2011-06-01
8369,explain,Luis Rodriguez,Brian,Amanda,Jessica Castillo,7,,2:42:00,7544492.0,3,9.0,malayalam,James Romero,2015-05-23
19749,level,Timothy Fischer,Joshua,Janet,Matthew Mcdowell,2,Nicole Johnson,2:44:00,2945289.0,9,6.1,english,Gregory Gilbert,2010-09-03
2817,discussion,Mr. Collin Wolfe,Gary,Rebecca,Eric Steele,9,Rebekah Shelton,2:36:00,2313929.0,3,6.0,kannada,Fred Burton,2006-01-31
22700,my,Lindsay Nelson,Frederick,Donna,James Reed,9,Julie Parker,2:36:00,6226809.0,8,4.5,malayalam,Shawn Blair,2023-07-05
8310,matter,Donna Deleon,Matthew,Alexandria,Joshua Guerrero,5,Jeremy Knight,3:33:00,9082355.0,6,8.8,kannada,Jerry Jimenez,2015-07-28
9378,west,Travis Brown,Tony,Janice,Scott Bailey,11,Leslie Roberts,2:58:00,1736600.0,9,5.0,kannada,Kelly Mckay,2017-10-29
13186,through,Joseph Rivera,Trevor,Shannon,Robert Tucker,8,Christopher Farley,2:46:00,901025.0,1,5.6,kannada,Jennifer Bell,2012-06-16
15369,with,Alicia Robinson,Jason,Jacqueline,Tyler Wright,5,Mary Vega,2:35:00,2612737.0,6,9.1,english,Jacob Marsh,2021-11-06
16585,simply,Ryan Hopkins,Scott,Kelly,Ryan Mack,9,Michael Hayes,3:28:00,2597011.0,2,8.3,hindi,Devin Silva,2006-01-08
9313,particular,Teresa Long,Robert,Gina,Luis Buck,5,Jessica Valdez,2:57:00,7495492.0,10,2.6,telugu,Samantha Casey,2013-04-04
20725,about,John Arias,Charles,Samantha,Jonathan Boyd,3,Bruce Payne,2:52:00,6039906.0,8,7.5,telugu,Lori Gates,2014-08-18
23545,look,Hannah Miller,Jason,Bonnie,David Stewart,8,Roger Hansen,3:27:00,1132277.0,4,7.3,malayalam,Leah Nelson,
19222,behavior,Jeffrey Woods,Andrew,Lisa,Mary Houston,4,Kim Randolph,3:40:00,4402507.0,2,6.0,kannada,Courtney Craig,2012-04-28
10203,personal,Jeremy Smith,Joseph,Jennifer,Taylor Mann,2,Natalie Walker,3:13:00,5300655.0,1,6.3,kannada,Joshua Brown,2018-12-17
22613,gun,Rodney Sampson,Andrew,Lauren,Patricia Evans,10,Charlene Sullivan,2:50:00,524760.0,1,4.7,english,Chad Holloway,2020-10-15
10643,raise,Mallory Hart,Christopher,Stacey,Paul Caldwell,12,Jacob Holmes,3:38:00,4692813.0,3,10.0,malayalam,Nathan Burns,2007-10-04
16975,others,David Jones,Michael,Tammy,Robert Johnson,4,Danielle Johnson,2:30:00,7357053.0,3,4.5,english,Jennifer Robinson,2010-10-25
16338,factor,Seth Crawford,Tony,Nicole,Zachary Dixon,9,Michael White,3:24:00,4722616.0,3,6.3,english,Jeffrey Malone,2010-12-10
7266,throw,Mrs. Ashley Adams DDS,Mitchell,Samantha,John Mora,7,Edward Taylor,3:01:00,3581638.0,6,2.3,hindi,Brandon Long,2014-06-13
20329,whom,Luke Townsend,Mark,Sharon,Connie Galvan,9,Thomas Figueroa,2:41:00,8144965.0,1,6.5,english,Laura Aguilar,2022-02-16
10094,old,Craig Parker,Gregory,Brittany,Jacqueline Choi,11,Debbie Rivas,2:59:00,2536697.0,3,3.4,kannada,Cindy Andrews,2007-04-08
719,real,Alex Carroll,Edward,Martha,Sarah Ellison,8,Michael Jimenez,2:37:00,1225984.0,10,8.6,malayalam,Steven Peterson,2008-01-30
7996,gun,Katie Perry,Jonathan,Madeline,Rebecca Murphy,3,Brett Harris,2:53:00,5354075.0,2,8.2,english,Duane Cameron,2014-05-13
665,very,Jennifer Smith,Matthew,Jessica,Lori Rodgers,1,Renee Lee,2:48:00,5244626.0,2,7.4,malayalam,John Brady,
6339,short,Kathryn Powers,David,Deborah,Jessica Young,9,,3:02:00,9614442.0,6,2.7,english,Charles Green,2016-01-04
20763,idea,Mrs. Heidi Villegas,Theodore,Donna,Anna Martin,12,,2:50:00,5116412.0,4,7.1,kannada,Jenna Davenport,
5333,write,Tammy Ryan,Rodney,Kelsey,Eric Gates,5,Theresa Wallace,3:18:00,6538274.0,2,9.8,kannada,Nicole Frost,2017-02-13
12648,explain,Peter Fisher,Samuel,Stephanie,Susan Kennedy,11,Elizabeth Smith,3:32:00,,5,6.8,kannada,Benjamin Bell,2017-11-11
10783,data,Donald Castillo DVM,Robert,Jennifer,Jeremy Ortega,7,Brandy Savage,3:40:00,6218191.0,8,4.7,telugu,Jeff Mejia,2017-03-11
4732,wall,Courtney Roy,Jason,Tamara,Maurice Raymond,6,Ashley Russell,3:19:00,1758569.0,9,7.7,hindi,Lauren Hernandez,2017-11-22
11626,bag,Christopher Harris,James,Erin,Dr. Robert Scott,11,Felicia Alvarado,2:56:00,3722869.0,9,4.5,malayalam,Crystal Sherman,2016-07-14
21393,morning,Brian Thompson,Cameron,April,Kevin Cannon,10,Susan Daugherty,3:29:00,2576175.0,4,8.8,malayalam,Matthew Hall,2009-02-09
9776,single,Monica Montgomery,Thomas,Jacqueline,Whitney Carter,7,Whitney Oconnell,3:06:00,8967170.0,9,2.5,malayalam,Shannon Mitchell,2020-12-11
6664,reality,Matthew Stevens,James,Anna,Alan Wright,1,Kevin Yoder,2:38:00,5947964.0,8,8.8,kannada,Kevin Velez,
18679,down,Tiffany Camacho,Charles,Sarah,Janice Mitchell,8,Jocelyn Davis,3:12:00,2434693.0,3,8.3,hindi,Andrew Fisher,2015-02-06
16008,war,Ashley Lee,Tristan,Jennifer,John Hughes,11,Amy Rogers,2:48:00,4083893.0,5,4.5,malayalam,Linda Floyd,2018-12-17
19961,explain,Scott Williams,Matthew,Karen,Stephanie Parrish,7,Brian Rogers,3:50:00,664490.0,5,5.7,malayalam,Frank Fuentes,
10636,bit,Ryan Miller,Reginald,Diane,Brian Sparks,11,Latoya Anderson,3:17:00,9014432.0,4,3.6,english,Vanessa Johnston,2013-03-14
19187,probably,Austin Sanders,James,Marcia,Amy Moore,7,,3:45:00,8510383.0,6,3.5,kannada,Ashley Patterson,2005-05-08
20282,thing,Yvonne Maldonado,Ronald,Karen,Tammy Liu,7,Brenda Woods,3:13:00,5665157.0,1,6.7,telugu,John Nolan,
21905,technology,Jason Wallace,Trevor,Katherine,Randall Woods,6,Kristen Torres,2:37:00,6926853.0,2,2.5,hindi,Michael Wright,2008-10-29
22786,outside,Ronald Merritt,Sean,Carol,Mrs. Morgan Dawson,6,Daryl Caldwell,3:04:00,,6,6.1,telugu,Brad Castillo,2016-03-06
22906,over,Steven Armstrong,David,Samantha,Hannah Everett,8,John Chambers,2:40:00,6434497.0,9,3.4,telugu,Laurie Rivera,2021-08-29
22474,fish,Jordan Contreras,Charles,Dawn,Michelle Cherry,10,Diana Bailey,3:24:00,3575594.0,8,4.4,english,Beth Bradley,2015-12-06
17014,deep,Elizabeth Wilson,Benjamin,Sonia,Donna Lynn,12,Billy Gardner,3:46:00,723000.0,10,3.7,kannada,Richard Moran,2018-04-09
11950,everything,Julie Brown,Michael,Brianna,Linda Bell,11,Dr. Emily Cooper,3:01:00,6450598.0,2,4.5,kannada,Jasmine Gilmore,2005-06-13
22021,medical,Rachel Morton,Edward,Kelly,Robert Pennington,7,Samantha Johnson,3:24:00,5231191.0,7,2.8,telugu,Scott Savage,
20935,laugh,Monica Gomez,Jorge,Joanna,Gerald Spencer,11,Robert Young,2:31:00,7812769.0,7,5.6,kannada,Michael Mcdonald,2005-02-05
20443,cell,Craig Nelson,Jeffrey,Cindy,Christopher Horton,2,Sean Estrada,2:51:00,9809465.0,7,9.8,telugu,Joseph Wheeler,2010-05-19
6417,after,Dr. Terri Clark DDS,Joseph,Cheryl,John Hendrix,9,Ryan Harris,3:04:00,,6,9.5,english,Kevin Schwartz Jr.,2007-07-05
9436,behind,Audrey Rivera,Kyle,Wendy,Sally Allison,7,Tyler James,2:55:00,9764882.0,3,6.4,kannada,Julie Roberts,2019-10-04
16985,agent,Andrew Chavez,Matthew,Amanda,Kathryn Gomez,4,,3:43:00,9024737.0,1,8.8,kannada,Sierra Mitchell,2010-04-12
14649,few,Seth Ramirez,Joseph,Sarah,Catherine Williams,11,Craig Smith,3:15:00,7037862.0,6,3.2,kannada,Jim Stewart,2019-09-28
20648,add,David Thomas,James,Rachel,April Webb,2,Abigail Allen,3:01:00,4880159.0,3,3.2,malayalam,Ian Rodriguez,
19129,thank,Anthony Dodson,Zachary,Natalie,Erika Watson,7,,2:52:00,2751957.0,6,2.7,kannada,Brandon Long,2012-05-16
8587,with,Michael Jacobs,Charles,Lindsay,Ashley Short,11,Brianna Brooks,2:41:00,6514478.0,8,6.4,hindi,Marcus Pham,
3548,increase,Kathryn Hess,Jonathan,Penny,Willie Jensen,11,Andrea Guzman,3:30:00,2659235.0,8,6.7,malayalam,Diana Martinez,2008-08-12
20277,point,Jacob Harrington,Jacob,Alicia,Deborah Rose,5,Christopher Maxwell,2:36:00,7108539.0,7,4.5,telugu,Rachel Smith,2013-06-29
17603,while,Maurice Mitchell,Eric,Andrea,Heather Krueger,1,Christopher Fritz,3:36:00,7441340.0,9,8.0,english,Gloria Cox,2010-07-25
24348,feel,Jamie Hunt,Brandon,Jillian,Amy Cole,6,William Larson,2:34:00,4462199.0,10,4.5,telugu,Sean Rodriguez,2008-10-03
19560,information,Sylvia Flynn,Robert,Tammy,Debbie Ayala,12,Katrina Gordon,2:39:00,632500.0,9,5.8,english,Shelby Phelps,2023-03-30
13447,begin,Shawn Stephens,Aaron,Erin,Jonathan Henry,6,Ruth Smith,3:14:00,7182850.0,4,7.7,telugu,Natasha Short,2007-06-22
23308,loss,Thomas King,John,Hannah,Dr. Marisa Wood,4,Jennifer Carpenter,3:00:00,40056.0,6,4.3,telugu,April Robinson,2020-02-28
15763,often,Renee Shaffer,Derek,Traci,Tracy Green,1,Sean Carney,3:38:00,6227194.0,8,2.4,malayalam,Justin Taylor,2008-03-18
11462,develop,Laura Washington,Jason,Brenda,Edward Pope,9,Kristen Blevins,3:26:00,1412561.0,1,8.9,english,Scott King,2017-01-10
19944,trial,Brian Flynn,John,Jean,Elizabeth Johnson,3,Sara Thompson,3:32:00,3595041.0,6,8.1,kannada,Joshua Miller,2007-08-01
18739,interest,Lori Green,Derek,Anita,Richard Scott,12,Mark Haynes,3:23:00,6953214.0,9,5.7,telugu,Kelly Boyd,2021-03-28
7299,order,Sarah Martinez,Victor,Brittany,Angelica Valdez,1,Brian Rivera,3:06:00,6034439.0,4,9.8,hindi,Teresa Martinez,2007-09-12
22270,unit,Kim Miller,Mario,Robyn,Phillip Carney,2,Michael Davis,3:49:00,8729602.0,9,8.4,malayalam,Tammy Mccall,2007-06-24
1775,land,Miguel Morris,Kyle,Lisa,Manuel Schaefer,8,Julia Brown,2:57:00,8295426.0,7,2.8,malayalam,Krystal Campbell,2006-09-10
9445,green,Timothy Farrell,Edwin,Susan,Nicholas Brown,4,Charles Haynes PhD,2:36:00,4110144.0,9,6.9,malayalam,Caroline Miller,2020-05-13
14306,across,Miranda Duarte,Antonio,Kristine,Barbara Jones,2,Gregory Tran,2:45:00,8024287.0,4,3.3,kannada,Brittany Stone,2018-06-04
4609,Democrat,Jose Buckley,Brandon,Crystal,Dr. Jessica Pena,1,Theresa Petty,3:01:00,6072721.0,7,9.2,malayalam,Edward Jensen,2022-09-12
24005,about,Andrew Nguyen,Steven,Janet,Sandra Gibbs,12,Megan Hall,3:01:00,4549099.0,1,7.6,malayalam,Daniel Kelly,2013-03-13
16651,news,Paul Gibson,John,Olivia,Rhonda Horne,12,Jeffrey Nguyen,2:46:00,9456713.0,3,4.6,english,Jorge Johnson,2005-11-27
9293,deal,Carl Sellers,Jason,Karen,Paul Stout,9,Hailey Moreno,2:56:00,2641446.0,7,7.1,hindi,Michael Dean,2020-01-29
21511,really,Haley Nguyen,Andre,Michelle,Jessica Clayton,4,Melissa Lopez,3:22:00,8001256.0,5,4.7,hindi,Robert Wilson,2012-06-19
15562,chance,Jacqueline Jordan,Brandon,Regina,Ian Watson,7,Mario Pittman,3:18:00,6776413.0,2,5.5,malayalam,Connie Fields,
16647,television,Ariel Jones,Kevin,Shannon,Thomas West,2,Kendra Novak,2:48:00,4687793.0,2,5.6,hindi,Walter Chandler,2016-08-13
14893,feeling,Dalton Campbell,Steven,Regina,Anthony Arroyo,11,Lindsey Hoffman,3:41:00,,1,4.2,kannada,Albert Jimenez,2008-09-20
11835,value,Eric Smith,David,Pamela,Donald Valentine,6,Luis Zamora,2:36:00,5697136.0,5,7.2,telugu,Russell Pacheco,
18962,property,Samuel Fuller,Samuel,Brittany,Donald Hunt,11,Julie Martinez,3:41:00,1027753.0,10,5.8,telugu,Nicholas Johnson,2013-11-05
8895,score,Travis Cannon,Andrew,Stephanie,Jacqueline Nielsen,1,,2:37:00,5991638.0,8,7.8,english,Glenn Taylor,
21926,when,James Walker,Gary,Kristen,Victoria Parks,1,Thomas Long,2:45:00,,8,2.4,telugu,Daniel Sandoval,2011-03-14
19384,including,Anthony Kelly,William,Felicia,Gabriel Keith,10,Dorothy Norris,2:43:00,7048789.0,6,6.8,english,John Goodman,2007-07-17
3710,perform,Guy Douglas,James,Yolanda,Blake Gardner,1,Alex Ayala,3:20:00,1738936.0,6,2.3,telugu,Lawrence Scott,2016-09-14
23660,town,Sherry Johnson,Marco,Sarah,Kenneth Stevens,5,Beth Morris,2:56:00,,9,3.0,kannada,Erin Simmons,2014-07-15
18491,move,Michael Mullins,Russell,Elizabeth,Ronald Gibson,5,Jessica Marshall,2:50:00,7228749.0,10,6.4,hindi,Brandon Howell,
23338,once,Heather Reyes,Richard,Valerie,Kelly Lara,7,,3:29:00,3862722.0,5,7.9,telugu,Haley Whitehead,2020-06-02
21215,than,Tony Mcgee,Patrick,Brandy,Sherry Giles,4,,3:02:00,1535828.0,3,9.9,kannada,Brooke Vasquez,2012-03-02
953,power,Danny Bradford,Jeremy,Gabrielle,Sheila Carrillo,4,Spencer Olson,3:48:00,7092155.0,6,6.4,malayalam,John Benjamin,2022-01-12
16600,stay,Renee Wilson,Luis,Felicia,Michele Foley,11,Robert Edwards,2:46:00,9482868.0,9,8.6,hindi,Kristina Young,2014-05-02
14396,because,John Peterson,Christopher,Briana,Catherine Vazquez,2,John Lee,3:43:00,7533839.0,6,2.4,kannada,Tony Parks,2015-08-13
9187,first,Diane Jones,Chad,Robin,Donna Davis,3,Richard Hughes,2:39:00,,4,7.4,kannada,Justin Edwards,2015-08-09
15767,from,Tony Pittman,Steven,Tara,Hector Rodriguez,5,Anthony Watson,3:07:00,9396624.0,7,7.8,english,Daniel Blackburn,2023-06-29
1614,feeling,Lisa Riley,Michael,Penny,Denise Long,6,Joyce Smith,2:46:00,9556005.0,5,5.2,english,Tara Bennett,2017-08-24
14375,huge,Belinda Proctor,Joshua,Angela,James Robinson,10,,3:15:00,402031.0,9,3.2,kannada,Robert Rose,2009-01-09
7451,happen,Timothy Torres,Scott,Anna,Cynthia Snyder,1,,2:33:00,6767587.0,4,7.7,hindi,Tonya Hardin,2022-01-25
3736,me,Susan Joseph,Michael,Regina,Jonathon Barton,10,Judy Edwards,2:51:00,9558776.0,2,8.0,kannada,Joseph Murray,2020-04-23
16730,skin,Michele Sims,Stephen,Brenda,Amanda Lowe,12,Curtis Gill,3:49:00,2990862.0,1,8.8,english,Alex Guerra,2010-06-22
17921,yourself,Elizabeth Mooney,Aaron,Sarah,Charles Scott,11,Karen Collins,3:34:00,4571123.0,10,5.3,hindi,Jack Chapman,2015-08-10
645,blood,Jeffery Mercado,Shawn,Brittany,Kim Rodgers,10,Jonathan Black,3:16:00,2312025.0,10,3.5,malayalam,Jessica Taylor,2023-10-15
19829,family,Ana Owens,Harold,Amanda,Tiffany Wheeler,12,Jordan Leonard,3:31:00,4305591.0,1,9.3,hindi,Louis Ho,2007-12-28
15368,speech,Raymond Rodgers,Garrett,Kimberly,Amy Rasmussen,10,Alexander Rodriguez,3:25:00,5262926.0,2,7.6,hindi,Bradley Hernandez,2008-09-18
9494,beyond,Nathaniel Ford,Paul,Judith,Sarah Armstrong,11,Elizabeth Owen,3:35:00,5320367.0,3,5.0,telugu,Amber Gregory,2020-05-15
2552,red,Rebecca Black,James,Amber,Kelly Johnson,12,Deanna Parker,3:38:00,8694658.0,6,6.8,malayalam,Sarah Carter,2024-01-04
9466,front,Jillian Barton,Matthew,Monique,Amanda Wright,7,Joshua Meyer,3:01:00,1323135.0,7,2.3,english,Joseph Marshall,
9694,piece,Regina Moore,Jason,Judy,Christine Sawyer,11,Brandy Mccarthy MD,3:45:00,6505263.0,6,6.1,english,Steven Davis,2023-09-25
23389,single,Amanda Williams,Robert,Sharon,John Dixon,3,Jeffrey Miller,3:16:00,9082554.0,1,2.8,malayalam,Andrew Stone,2016-11-20
17772,like,Jose Barron,Joseph,Joan,Steven Murphy,7,Janet Quinn,3:37:00,,3,4.9,english,Stephen Singleton,2022-12-07
3419,few,George Sellers,Sean,Susan,Margaret Hartman,12,Kevin Brown,3:21:00,3577400.0,6,8.6,telugu,Shannon Charles DVM,2006-09-21
765,recent,Jeremy Parker,Robert,Jane,Thomas Mccall,7,Michele Serrano,2:41:00,3748071.0,2,9.6,telugu,Autumn Webster,2017-07-15
11814,skin,Jessica Ramos,James,Carla,Ronnie Vaughan,5,Danielle Meyer,3:14:00,,2,8.6,english,Amanda Bailey,2021-11-23
22205,relate,Rodney Thomas,Eric,Kerry,Mr. Nathan Hunt PhD,7,Denise Phelps,2:43:00,7311719.0,1,3.3,hindi,Samantha Martinez,2011-10-29
22557,soon,Paul Zimmerman,Jason,Nicole,Perry George,1,Jason Anderson,2:45:00,7606744.0,9,9.0,english,Joseph Parker,
13662,company,Annette Macias,Austin,Tiffany,Cody Acevedo,2,Kristen Sexton,2:37:00,5067695.0,9,5.3,telugu,Tyler Flores,2019-01-07
12119,until,Maria Cobb,Charles,Kelly,James Strong,7,Latoya Smith,2:48:00,956239.0,10,9.4,hindi,Jennifer Wilkinson,2010-06-25
4571,bit,Tyler Duncan MD,Matthew,Jennifer,Jamie Burch,5,Christopher Morris,3:46:00,9433776.0,9,5.7,malayalam,Pam Lee,2019-01-24
22994,evening,Brad Baldwin,Eric,Alyssa,Daniel Gutierrez,9,Cindy Ball,2:56:00,519940.0,10,4.2,telugu,Donald Villanueva,2020-10-06
3005,job,Gregory Arnold,Michael,Brooke,Ronald Brooks,12,Ronald Smith,3:33:00,5833445.0,2,2.6,hindi,Michelle Norton,2015-07-29
17166,by,David Mccarthy,Thomas,Sarah,Kristen Osborne,6,Adam Wilson,3:09:00,6565888.0,7,9.7,kannada,Meagan Crawford,2017-11-25
16925,art,Michael Ochoa,Kenneth,Kimberly,Aaron Hill,2,Scott Cunningham,3:41:00,1884590.0,7,9.2,telugu,Jorge Gordon,2021-05-02
10153,affect,Amber Robbins,Justin,Tammy,Candace Willis,9,Katherine Robinson,2:39:00,3024225.0,5,3.5,telugu,Monica Jones,2017-06-01
1500,word,Lisa Turner,James,Brenda,Caroline Harrell,11,Kenneth Wright,3:39:00,1643647.0,3,5.2,malayalam,Charles Gonzalez,2015-07-20
21951,actually,Jason Mack,Michael,Tammy,Christine Miller,9,Lauren Simpson,3:25:00,7667696.0,6,2.1,telugu,Jason Dean,2006-07-28
16009,foot,Ronald Scott,Nicholas,Gabriella,Tanner Andrews,3,William Robinson,3:21:00,2226864.0,5,8.4,malayalam,Christian Williams,2007-11-12
10674,summer,Jose Robinson,Ryan,Joanne,Kenneth Fowler,1,Terri Anderson,3:23:00,151906.0,4,9.7,hindi,Erin Wood,2019-11-23
14252,book,Jessica Dominguez,Kristopher,Mariah,Danielle Johnson,2,Brittany Nguyen,3:12:00,2419856.0,6,3.3,english,Linda Brown,2007-08-15
2533,example,Kendra Yates,Mathew,Christina,Tonya Bray,11,Christine Mckee,3:08:00,2179379.0,10,2.8,hindi,Tammy Brown,2010-12-13
3114,minute,Roger Moore,Cody,Sara,Donna Mckenzie,12,Elizabeth Silva,2:59:00,266341.0,10,8.4,kannada,Greg Martin,2015-03-03
4876,movie,Christina Arnold,Casey,Donna,Tamara Moreno,2,Daniel Hanson,3:47:00,4970338.0,8,5.5,telugu,Mrs. Kathleen Davis,2019-02-16
14626,whole,Kyle Kerr,Brian,Jessica,Logan Nolan,8,,2:45:00,8946973.0,3,5.1,kannada,David Lawrence,2020-10-21
1122,admit,William Parker,John,Kaitlyn,Kristin Green,8,Steven Frye,3:39:00,7392815.0,4,8.2,hindi,Brandy Mitchell,
14530,research,Amy Robinson,Robert,Samantha,Joseph Hodge,8,Mr. Bryan Flynn,3:12:00,,4,3.3,malayalam,Michael Flores,2017-04-29
15398,country,Karen Moore,Glenn,Morgan,Katherine Perkins,6,Anita Taylor,3:01:00,6219777.0,6,9.3,telugu,Joseph Gallegos,2013-10-16
19833,house,Taylor Johnson,Paul,Brenda,Jeremy Black,10,Jenny Allen,3:04:00,3005137.0,8,6.5,english,Melissa Murphy,2016-06-25
2283,out,David Sandoval,Ryan,Tracy,Randy Monroe,7,Nicole Thompson,2:51:00,5876170.0,8,5.2,telugu,Ashley Allen,2011-12-22
